date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:02	43265/43265	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:48%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/food.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/food.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:02	287099/287099	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:28:48%20GMT	http://0effortthemes.com/awesomeIdeas/images/about/graphics_front.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/about/graphics_front.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:03	92818/92818	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:52%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/laptop.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/laptop.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:04	17087/17087	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:49%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/headphone.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/headphone.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:04	3831/3831	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:50%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/juice.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/juice.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:04	7747/7747	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:12%20GMT	http://0effortthemes.com/awesomeIdeas/workDetails.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/workDetails.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:07	8726/8726	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:03%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service3.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:07	8299/8299	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:03%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service4.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service4.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:09	54215/54215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:01%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service1.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:09	8758/8758	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:11%20GMT	http://0effortthemes.com/awesomeIdeas/teamDetails.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/teamDetails.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:10	14025/14025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:05%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service6.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service6.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:10	1487/1487	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:24%20GMT	http://0effortthemes.com/awesomeIdeas/images/icons/upload.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/icons/upload.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:11	25248/25248	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:04%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service5.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service5.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:11	13906/13906	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Sep%202016%2008:56:16%20GMT	http://0effortthemes.com/awesomeIdeas/blogPageDetails.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/blogPageDetails.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:15	100026/100026	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:02%20GMT	http://0effortthemes.com/awesomeIdeas/images/content/service2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/content/service2.jpg	(from http://0effortthemes.com/awesomeIdeas/)
21:03:18	135481/135481	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:58%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/jacket.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/jacket.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:28	15231/15231	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:04%20GMT	http://0effortthemes.com/awesomeIdeas/blog-details.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/blog-details.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:28	16304/16304	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:08%20GMT	http://0effortthemes.com/awesomeIdeas/product.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/product.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:34	58933/58933	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:34%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/bag01.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/bag01.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:35	1988/1988	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:21%20GMT	http://0effortthemes.com/awesomeIdeas/images/icons/contact-query.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/icons/contact-query.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:39	63884/63884	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:39%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-02.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-02.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:42	74012/74012	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:45%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-07.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-07.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:44	1179/1179	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:23%20GMT	http://0effortthemes.com/awesomeIdeas/images/icons/mapmarker.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/icons/mapmarker.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:44	72/72	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Oct%202017%2001:03:43%20GMT	http://0effortthemes.com/awesomeIdeas/mail.php	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/mail.html	(from http://0effortthemes.com/awesomeIdeas/)
21:03:45	99552/99552	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:41%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-04.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-04.png	(from http://0effortthemes.com/awesomeIdeas/)
21:03:55	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2012%20Oct%202015%2013:28:16%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.eot?v=4.3.0	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfonte0a5.eot	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:03:55	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2012%20Oct%202015%2013:28:16%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.eot?	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfontd41d.eot	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:03:58	347991/347991	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Sep%202016%2008:43:08%20GMT	http://0effortthemes.com/awesomeIdeas/scripts/plugins.js	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/scripts/plugins.js	(from http://0effortthemes.com/awesomeIdeas/)
21:03:59	431733/431733	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Sep%202016%2008:42:59%20GMT	http://0effortthemes.com/awesomeIdeas/scripts/vendor.js	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/scripts/vendor.js	(from http://0effortthemes.com/awesomeIdeas/)
21:04:03	313398/313398	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Oct%202015%2013:28:19%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.svg?v=4.3.0	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfonte0a5.svg	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:04:05	435/435	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:02%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.eot	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.eot	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:05	435/435	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:04%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.eot?	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regulard41d.eot	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:06	437/437	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:04%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.woff2	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.woff2	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:06	56780/56780	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2012%20Oct%202015%2013:28:23%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfonte0a5.woff2	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:04:06	436/436	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:04%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.woff	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.woff	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:07	435/435	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:05%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.ttf	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.ttf	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:07	435/435	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:05%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.svg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/glyphicons-halflings-regular.svg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:08	71508/71508	---M--	200	added ('OK')	application/font-woff	date:Mon,%2012%20Oct%202015%2013:28:22%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.woff?v=4.3.0	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfonte0a5.woff	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:04:09	8355/8355	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:59%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/team2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/team2.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:10	19931/19931	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:57%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/team1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/team1.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:11	16615/16615	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:50%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blog1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blog1.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:13	15548/15548	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:53%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogd2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogd2.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:13	15968/15968	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:07%20GMT	http://0effortthemes.com/awesomeIdeas/index.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/index-2.html	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:13	25903/25903	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:51%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blog2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blog2.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:14	266/266	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:22%20GMT	http://0effortthemes.com/awesomeIdeas/images/icons/crossOrange.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/icons/crossOrange.png	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:14	7025/7025	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:05%20GMT	http://0effortthemes.com/awesomeIdeas/checkout.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/checkout.html	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:15	12332/12332	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:08%20GMT	http://0effortthemes.com/awesomeIdeas/productDetails.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/productDetails.html	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:16	4470/4470	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:52%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/man.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/man.png	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:16	23916/23916	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:53%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogd3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogd3.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:04:16	4253/4253	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:50%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/iceCream.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/iceCream.png	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:16	2717/2717	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:53%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/pin.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/pin.png	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:17	3485/3485	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:53%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/shoes.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/shoes.png	(from http://0effortthemes.com/awesomeIdeas/serviceDetails.html)
21:04:17	122092/122092	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2012%20Oct%202015%2013:28:21%20GMT	http://0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/fonts/fontawesome-webfonte0a5.ttf	(from http://0effortthemes.com/awesomeIdeas/styles/vendor.css)
21:04:17	4935/4935	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:49%20GMT	http://0effortthemes.com/awesomeIdeas/images/service/glasses.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/service/glasses.png	(from http://0effortthemes.com/awesomeIdeas/)
21:04:20	19761/19761	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:09%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work1.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:21	22784/22784	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:11%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work2.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:23	26837/26837	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:12%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work3.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:27	40285/40285	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:13%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work4.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work4.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:27	33248/33248	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:14%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work5.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work5.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
